id,x,y,cluster_id,text,
839087000000000000,7.5526824,-3.607597589,3,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,
839102000000000000,0.147407308,-10.87983608,3,"""For eight years Russia """"ran over"""" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends""",
839109000000000000,4.145821571,5.462785244,3,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp, 3 of healthcare rollout. @foxandfriends",
839110000000000000,1.491857409,-5.674255848,0,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,
839117000000000000,24.93792725,-29.5289402,0,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",
839268000000000000,32.33398819,-5.991294384,0,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,
839434000000000000,-15.14148808,10.48710632,2,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,
839434000000000000,-21.05015564,8.665317535,2,"On International Women's Day, join me in honoring the critical role of women here in America &amp, around the world.",
839448000000000000,-26.80757904,-20.96459198,1,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,
839624000000000000,-32.93218994,1.737616777,2,Met with @RepCummings today at the @WhiteHouse. Great discussion!,
839625000000000000,-37.420578,28.76848793,0,"Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r",
839884000000000000,19.84926796,-4.408135891,0,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",
839968000000000000,-29.98368835,-23.3337059,1,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️https://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP,
839977000000000000,-33.17041779,8.865588188,1,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations... https://t.co/oQIx7LybCV,
840226000000000000,-49.41633224,16.83740807,1,Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j,
840573000000000000,25.17580223,7.632115364,0,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,
841271000000000000,29.1062355,-2.473483324,0,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",
841275000000000000,26.77499771,3.31415844,0,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",
841338000000000000,-45.99530792,5.7613554,1,"Healthcare listening session w/ @VP &amp, @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:... https://t.co/1cQI0ZBUv8",
841393000000000000,-30.80712128,1.278364301,2,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S... https://t.co/bMYph832hF,
841422000000000000,-47.66427231,4.134311676,1,"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here... https://t.co/mg0A4Hq3bD",
841665000000000000,-43.35504913,-18.2262516,1,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA",
841683000000000000,23.16363525,-4.282222271,0,Great optimism in America – and the results will be even better! https://t.co/SYBl47CsZn,
841966000000000000,27.64045906,-23.68780518,3,"""Does anybody really believe that a reporter, who nobody ever heard of, """"went to his mailbox"""" and found my tax returns? @NBCNews  FAKE NEWS!""",
841968000000000000,31.57038879,-18.6768074,0,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!",
841971000000000000,-2.713742733,27.45610428,0,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp, U.S. Already happening!",
841975000000000000,1.941808581,34.04611588,0,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",
841986000000000000,20.79100609,7.12777853,0,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,
842117000000000000,-7.464245796,45.06682205,1,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,
842155000000000000,-36.6123848,36.91609955,5,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv,
842164000000000000,-40.1231575,32.82937622,5,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH",
842229000000000000,-37.36017609,35.53883743,5,"Thank you Nashville, Tennessee! https://t.co/6snvQ0DzXN",
842403000000000000,24.67060089,10.61302567,0,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m,
842468000000000000,-34.35203171,10.14376736,1,"An honor to welcome the Taoiseach of Ireland, @EndaKennyTD to the @WhiteHouse today with @VP Pence. 🇺🇸🇮🇪 https://t.co/J3iTl2iSiQ",
842494000000000000,25.08324432,8.630777359,2,Great progress on healthcare. Improvements being made - Republicans coming together!,
842507000000000000,-14.14531708,23.82262039,2,"My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp, future mtgs!",
842710000000000000,-17.38257027,20.63068581,2,Happy Lá Fheile Phadraig to all of my great Irish friends!,
842724000000000000,22.02650642,-10.85452652,0,"""North Korea is behaving very badly. They have been """"playing"""" the United States for years. China has done little to help!""",
842739000000000000,1.351670861,-29.47333717,3,"""""""The President Changed. So Has Small Businesses' Confidence""""https://t.co/daTGjPmYeJ""",
842762000000000000,-32.72522736,2.024367332,1,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY,
843089000000000000,23.8746376,-19.98722649,3,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",
843091000000000000,11.25638676,-1.711800218,2,"...vast sums of money to NATO &amp, the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",
843558000000000000,-52.26255798,17.00272942,4,#ICYMI: Weekly Address ➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv,
843773000000000000,22.46188927,-39.80406189,3,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,
843777000000000000,8.991249084,-26.3300972,3,"The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp, lost!",
843780000000000000,31.38485336,-35.12034225,0,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!",
843803000000000000,20.34331703,-31.55567741,3,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,
843813000000000000,7.841616631,-31.70207977,0,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",
843874000000000000,-29.86226654,22.00822639,5,"Congratulations Eric &amp, Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40",
843961000000000000,-37.39980698,21.03270149,5,"Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸 https://t.co/3QsBsib6kt",
844010000000000000,-33.74436951,29.13643837,5,"Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek",
844233000000000000,-42.37441254,12.20877552,1,Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA🇺🇸... https://t.co/3swdFWGQtP,
844241000000000000,-32.04204178,13.71042156,2,"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in the... https://t.co/Z5VwluvJQx",
844250000000000000,-23.07185173,22.64292908,2,"Today on #NationalAgDay, we honor our great American farmers &amp, ranchers. Their hard work &amp, dedication are ingrained... https://t.co/IpGRhly2zj",
844537000000000000,-17.55475235,-18.2409935,2,Big day for healthcare. Working hard!,
844724000000000000,-11.58060646,-12.21749592,3,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,
844886000000000000,16.25856018,-28.04214668,3,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,
844931000000000000,-17.51873207,12.9128933,3,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",
844944000000000000,-28.34122849,28.16422081,1,"We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp, tell them you support #AHCA. #PassTheBill... https://t.co/5lsrDJXfzb",
845037000000000000,-32.42631912,12.91402435,2,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE,
845247000000000000,5.008608341,0.86573416,3,"After seven horrible years of ObamaCare (skyrocketing premiums &amp, deductibles, bad healthcare), this is finally your chance for a great plan!",
845250000000000000,5.368365288,-32.38091278,0,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!",
845320000000000000,-31.11344719,8.105984688,2,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A grea... https://t.co/GWNo2XAueg",
845334000000000000,-28.29214478,-11.26531506,2,"Today, I was thrilled to announce a commitment of $25 BILLION &amp, 20K AMERICAN JOBS over the next 4 years. THANK YOU... https://t.co/nWJ1hNmzoR",
845629000000000000,-51.19242096,11.4068985,1,Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf,
845646000000000000,25.33947372,7.347923756,0,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,
845647000000000000,-7.537478447,46.9779129,1,Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M.,
845767000000000000,-33.01934433,-9.845128059,0,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,
845974000000000000,-13.38322258,7.71941185,2,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp, Ocare!",
846166000000000000,20.64142418,-4.710586071,0,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,
846534000000000000,18.20461082,-16.69566917,3,"Why isn't the House Intelligence Committee looking into the Bill &amp, Hillary deal that allowed big Uranium to go to Russia, Russian speech....",
846536000000000000,17.22769737,-18.00647163,3,"""...money to Bill, the Hillary Russian """"reset,"""" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!""",
846538000000000000,-9.888207436,-16.74549675,2,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!,
846543000000000000,27.24820709,4.82135582,0,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very  good shape!",
846672000000000000,-0.714852929,19.44454384,2,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S.  JOBS! JOBS! JOBS!,
846682000000000000,1.399848223,42.6619606,1,Watch @foxandfriends now on Podesta and Russia!,
846745000000000000,37.21505356,-2.711506128,0,The failing @NYTimes would do much better if they were honest! https://t.co/ATy8R3knS2,
846829000000000000,-33.42901611,12.62322521,2,"It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence &amp, Attorney General Sessions. THANK YOU fo... https://t.co/VHzTB4c69h",
846841000000000000,-39.15857315,8.438097954,1,A NEW ERA IN AMERICAN ENERGY! #MadeInTheUSA🇺🇸Watch here: https://t.co/EG02Fdlkba https://t.co/XT12jqoIqj,
846855000000000000,17.24030685,-17.63333893,3,Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?,
847056000000000000,4.730957985,-28.62294579,0,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",
847061000000000000,12.69910717,-32.41998672,0,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,
847201000000000000,-23.28985786,32.43927383,1,Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session➡️... https://t.co/ooF2ediqSt,
847236000000000000,-37.94863892,14.44411087,1,.@FLOTUS Melania and I were honored to stop by the Women's Empowerment  Panel this afternoon at the @WhiteHouse.... https://t.co/phLPw8lgTu,
847270000000000000,-24.89979172,11.98096848,1,Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.#ThankAVeteran... https://t.co/deOHapcV4J,
847435000000000000,12.23036098,5.559651852,0,"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp, fast. We must fight them, &amp, Dems, in 2018!",
847455000000000000,2.310744524,-29.39394379,3,The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi,
847558000000000000,-24.60344696,29.13976669,2,Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ,
847559000000000000,14.48181438,8.524352074,0,"If @RepMarkMeadows, @Jim_Jordan and Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp, reform.",
847559000000000000,14.48356915,8.52737999,0,"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp, reform.",
847560000000000000,-40.96260452,15.7579813,1,"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?#RepealANDReplace #Obamacare",
847573000000000000,21.3738327,-1.049717546,0,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,
847573000000000000,19.65622139,5.281072617,0,...and job losses. American companies must be prepared to look at other alternatives.,
847625000000000000,17.6841259,26.17136765,2,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸... https://t.co/cxhgYaxiek,
847767000000000000,4.054718971,12.70776081,3,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp, Dems, of historic proportion!",
847820000000000000,-35.88180542,10.22903061,1,"It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes... https://t.co/N1g0TiVnSp",
847863000000000000,-34.81092453,4.365459442,1,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG",
847867000000000000,-55.81785965,13.47716904,4,#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3,
847879000000000000,-37.1958046,-11.62056446,2,It is an exciting time for our country!#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq,
847896000000000000,-27.82205391,-22.28405571,1,'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️... https://t.co/cVWXOa1MjY,
847924000000000000,-5.3471632,21.80027962,2,"We are going to defend our industry &amp, create a level playing field for the American worker. It is time to put... https://t.co/dzPKJMghj1",
848154000000000000,17.26265144,-25.83557701,3,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,
848159000000000000,19.93128777,-38.77910614,3,"""It is the same Fake News Media that said there is """"no path to victory for Trump"""" that is now pushing the phony Russia story. A total scam!""",
848203000000000000,23.97867393,10.51337624,0,"""The failing @nytimes finally gets it - """"In places where no insurance company offers plans, there will be no way for ObamaCare customers to..""",
848205000000000000,18.49005127,5.862046242,0,"""...use subsidies to buy health plans."""" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems.""",
848216000000000000,19.51652527,-35.89472198,3,"""Wow, @FoxNews just reporting big news. Source: """"Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....""",
848219000000000000,33.14034271,-8.166125298,0,"""..not associated with Russia. Trump team spied on before he was nominated."""" If this is true, does not get much bigger. Would be sad for U.S.""",
848299000000000000,-27.99423409,29.99190521,0,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7,
848520000000000000,27.64144897,-25.39252472,3,"Anybody (especially  Fake News media) who thinks that Repeal &amp, Replace of ObamaCare is dead does not know the love and strength in R Party!",
848521000000000000,28.08336639,2.95987606,0,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",
848529000000000000,30.97530556,-35.54551315,0,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,
848701000000000000,-37.81676865,15.14533901,1,"Melania and I are honored to light up the @WhiteHouse this evening, for #WorldAutismAwarenessDay. Join us &amp, #LIUB.... https://t.co/tR3hqqyWvv",
848841000000000000,10.70078468,-27.06103134,3,"""Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. """"Spied on before nomination."""" The real story.""",
848857000000000000,21.20201492,-18.69849968,3,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,
848858000000000000,19.49357033,-18.36612511,3,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,
848881000000000000,9.871731758,-21.72341919,3,""".@FoxNews from multiple sources: """"There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."""" @FBI""",
848928000000000000,-12.7172823,21.37004471,2,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",
848957000000000000,-32.34357071,6.557312489,2,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th... https://t.co/QLC0qFD94x,
848983000000000000,-33.57067108,10.94449711,2,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe... https://t.co/9mRaGvcPHz,
849330000000000000,-55.59470749,14.94904041,4,.@WhiteHouse #CEOTownHall➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H,
849346000000000000,-31.12164879,15.41875935,2,"Thank you Sean McGarvey &amp, the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017... https://t.co/dJlZvlq6Tj",
849367000000000000,-26.38718796,21.5503521,2,"Great to talk jobs with #NABTU2017. Tremendous spirit &amp, optimism - we will deliver! https://t.co/6lRuQZZHrc",
849733000000000000,-12.18981743,19.08132744,2,"I am deeply committed to preserving our strong relationship &amp, to strengthening America's long-standing support for... https://t.co/GxrOR3ALCE",
849807000000000000,-43.38356781,-18.20143509,4,"JOBS, JOBS, JOBS!https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE",
850053000000000000,-34.87554932,7.426191807,1,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP... https://t.co/u5AI1pupVV",
850723000000000000,-28.6292305,5.704453468,2,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,
850723000000000000,28.64002991,2.155606985,0,"...goodwill and friendship was formed, but only time will tell on trade.",
850724000000000000,-20.33745003,9.59941864,2,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.",
850785000000000000,32.12902832,0.756452322,0,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,
850800000000000000,-7.629261971,-13.04124928,3,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,
851093000000000000,27.97006416,19.81997681,0,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,
851093000000000000,36.35305786,-18.21909714,0,...confidence that President Al Sisi will handle situation properly.,
851247000000000000,-35.34366608,37.31014633,5,Thank you @USNavy! #USA https://t.co/oD7L8vPgjq,
851555000000000000,-26.52321243,12.48542309,2,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for Americ... https://t.co/RM9lfTaePS,
851585000000000000,-20.50568771,8.592802048,2,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach",
851767000000000000,34.47089386,2.299046516,0,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,
851768000000000000,35.26366425,2.651486635,0,"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them!  U.S.A.",
851782000000000000,2.005393505,10.6301775,3,"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare &amp, Tax Cuts (Reform).",
851895000000000000,-44.46401596,2.866908312,1,"Great Strategic &amp, Policy CEO Forum today with my Cabinet Secretaries and top CEO's from around the United States.... https://t.co/pmGIL08OpP",
851997000000000000,-6.82179451,44.57469559,0,I will be interviewed by @MariaBartiromo at 6:00 A.M. @FoxBusiness. Enjoy!,
852135000000000000,-18.94523621,-5.226172447,2,Had a very good call last night with the President of China concerning the menace of North Korea.,
852139000000000000,9.40667057,23.40435028,3,"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily &amp, predicted victory!",
852277000000000000,-15.15991306,24.05259514,2,"Great meeting w/ NATO Sec. Gen. We agreed on the importance of getting countries to pay their fair share &amp, focus on... https://t.co/G9TdjWezmH",
852298000000000000,-9.255012512,-1.427565575,2,Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst,
852298000000000000,-3.319307089,-3.29558301,2,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!",
852319000000000000,14.46609592,-4.552836418,0,"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!",
852509000000000000,34.94660568,1.591277719,0,"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A.",
852511000000000000,21.57270622,24.45278358,0,"Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses &amp, there will be lasting peace!",
852603000000000000,-34.11063766,8.262954712,2,It was a great honor to welcome Atlanta's heroic first responders to the White House this afternoon! https://t.co/ZtC14AJ0xs,
852985000000000000,-52.60837936,17.10994911,4,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft,
853583000000000000,35.76096725,1.616689563,0,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!,
853585000000000000,-29.52769661,23.78510094,5,Happy Easter to everyone!,
853596000000000000,31.41328239,-10.90663433,0,I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?,
853597000000000000,-4.280720711,-33.02033615,3,Someone should look into who paid for the small organized rallies yesterday. The election is over!,
853604000000000000,23.78448868,-1.25760138,0,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!",
853771000000000000,-0.75260824,-21.02453232,3,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!",
853943000000000000,-24.2677021,-18.45868874,3,"""""""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"""" So true. @foxandfriends""",
853944000000000000,3.58665061,13.33942032,3,"""A great book for your reading enjoyment: """"REASONS TO VOTE FOR DEMOCRATS"""" by Michael J. Knowles.""",
853946000000000000,21.5091877,-32.93740082,0,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!,
853964000000000000,8.538254738,13.45825672,2,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!",
854102000000000000,-15.94948101,34.10742569,1,TRUMP APPROVAL HITS 50%https://t.co/vjZkGTyQb9,
854103000000000000,-33.34778976,15.15689945,1,See you tomorrow Wisconsin!'Trump spurs small-business optimism in Milwaukee area'https://t.co/JUxhO3oqjO,
854157000000000000,5.58960247,12.4100523,3,"""With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote """"R"""" for lower taxes &amp, safety!""",
854268000000000000,3.033209801,0.810695231,2,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!,
854270000000000000,-6.516490459,44.50856781,0,I will be interviewed on @foxandfriends by @ainsleyearhardt starting at 6:00 A.M. Enjoy!,
854283000000000000,8.826882362,12.48706722,3,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO",
854285000000000000,6.828629017,12.16874504,3,"Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp, 2nd A.",
854434000000000000,12.53552723,-7.960373878,3,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!",
854438000000000000,-56.56010818,15.42261696,4,#BuyAmericanHireAmerican🇺🇸Watch➡️https://t.co/AUqYcrgeyn https://t.co/rf9aivVb7g,
854547000000000000,5.026456833,11.6193037,3,"""Despite major outside money, FAKE media support and eleven Republican candidates, BIG """"R"""" win with runoff in Georgia. Glad to be of help!""",
854677000000000000,9.478357315,20.29236794,3,Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.,
854749000000000000,-56.87063599,15.24471569,4,#BuyAmericanHireAmerican🇺🇸 https://t.co/JPEXQTVR1E,
854793000000000000,-41.69228745,6.038734913,1,"Today I signed the Veterans (OUR HEROES) Choice Program Extension &amp, Improvement Act @ the @WhiteHouse. #S544 Watch... https://t.co/0sMv4sPrmf",
854871000000000000,-35.50916672,6.842813492,1,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!... https://t.co/tQ5XEPaIxn,
855056000000000000,21.37982178,-11.4329195,3,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",
855142000000000000,-3.822711229,28.38033104,0,"We're going to use American steel, we're going to use American labor, we are going to come first in all deals. ➡️... https://t.co/QYjWx9K4YY",
855173000000000000,-36.74285889,7.230953693,1,A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference... https://t.co/lJAvEZJV1F,
855369000000000000,4.189755917,-6.562111855,3,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,
855373000000000000,-0.242346436,-16.89369583,0,"No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp, it has been a lot (including S.C.), media will kill!",
855407000000000000,35.67254257,2.901355267,0,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",
855517000000000000,-47.36273956,11.27880192,4,"WELCOME HOME, AYA!#GodBlessTheUSA🇺🇸 https://t.co/CR4I8dvunc",
855583000000000000,-41.78469086,-5.916866302,1,'Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens' Executive Order:... https://t.co/dpE6hDzlAt,
855627000000000000,-28.9007206,7.386122227,2,"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first to... https://t.co/UZPKjqoGZY",
855815000000000000,-6.384764194,26.72107506,2,Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!,
855816000000000000,0.45861271,33.46124649,0,Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!,
855817000000000000,12.43542767,8.430921555,3,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,
855859000000000000,-11.52207851,5.590766907,2,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation.",
855901000000000000,14.89561081,3.862976074,0,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,
856147000000000000,-10.74826527,-12.22644901,3,Very interesting election currently taking place in France.,
856148000000000000,-32.59878159,30.12439346,5,"Thank you Lake Worth, Florida. @foxandfriends",
856151000000000000,30.97780609,2.966238976,0,ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.,
856171000000000000,13.3642416,4.225676537,0,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,
856172000000000000,22.79738617,10.36301708,0,"Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall.",
